"pad_id","source","ghgrp","total_gas_prod_mcf_vol_Jan","total_gas_prod_mcf_vol_Feb","total_gas_prod_mcf_vol_Mar","total_gas_prod_mcf_vol_Apr","total_gas_prod_mcf_vol_May","total_gas_prod_mcf_vol_Jun","total_gas_prod_mcf_vol_Jul","total_gas_prod_mcf_vol_Aug","total_gas_prod_mcf_vol_Sep","total_gas_prod_mcf_vol_Oct","total_gas_prod_mcf_vol_Nov","total_gas_prod_mcf_vol_Dec","age","total_prod","prod_strata"
6,"aerial",0.866291212059904,117505.222357319,100450.03710651,80217.7029090141,104779.198699921,112549.320557136,105209.092108066,98191.6647762544,69735.9604802564,70159.9474208966,63024.4122083617,67396.6121032029,65329.7996699973,4,1054548.97039694,"High"
185,"psnb",0.0032428176720443,18462.1195097012,15774.6880362892,14271.096576112,14577.3110630097,14044.3695694868,4782.01021561406,9326.36122904402,2726.51808435953,2172.49996749076,2288.7240766699,2135.66085986748,2210.79025482245,8,102772.149442467,"Standard"
161,"psnb",0.0831176481207193,141386.535137519,126407.693663321,87974.4976418588,139325.631337731,145457.325002386,122401.912738995,126432.043665254,106763.775578363,109499.21858997,103398.229288318,91039.2441581083,92310.3536692433,3,1392396.46047107,"High"
65,"aerial",0.00280680770573743,21592.9296553072,18457.5083460235,18391.8338660889,20800.8685031307,18803.8342370864,17741.136363242,18906.3641186764,16243.0418928623,17943.8462689401,18448.9100879651,20287.7157654373,19437.5120127993,7,227055.501117559,"Standard"
172,"psnb",1.58059090471999,12833.9800378692,12703.696817598,10334.0462454411,9792.14247472965,11618.5843308513,8209.20977324463,13171.4566646496,15800.3100386858,10944.7204208762,16975.877332821,13560.0991392072,16544.0200132878,12,152488.143289262,"Standard"
175,"psnb",1.0745821636067,10507.0944749129,13141.7157107544,13048.3577112418,15362.8880600721,13243.7642121207,10349.8174570496,17442.9999704093,13505.1602048412,12012.958091628,12451.2831739516,11825.2589504836,18286.7289924794,12,161178.027009945,"Standard"
10,"aerial",3.27290619696301,44548.621372113,49759.0444453983,46876.9260293569,40189.3605262983,49779.4295695985,40381.2261258613,45978.3177653354,43166.8200665228,33105.0105855251,28824.6714451074,36371.6983601764,35672.9718750814,7,494654.098166375,"Standard"
180,"psnb",0,5546.78371358789,4417.00337708872,3446.1581579515,6597.46992513119,5933.59687259402,3965.44798133631,4283.58978130503,5618.54936867763,4339.60470516314,5421.43715021092,4657.35266053804,3777.35573206292,10,58004.3494256473,"Standard"
32,"aerial",1.50760707022434,3867.26437741632,5394.91546149758,2261.84656555885,5203.56085790923,4622.92177308721,5972.73047355565,4829.96924071006,3140.16456173105,1946.85684068654,5172.91181587554,4083.04180089566,5137.97634076909,12,51634.1601096928,"Standard"
151,"psnb",8.95755823341424,59220.0891930091,59939.3211401077,59882.9349099788,55800.6469232406,63911.0877556973,48128.5250405403,51795.5342223944,50543.5374730918,46292.3448001271,49376.3828258347,34279.1564893384,29760.8475080736,4,608930.408281434,"Standard"
152,"psnb",0.00147883547265658,6328.00352443105,5634.29471427947,6090.11048614947,5761.66644565282,5185.9746507308,7417.30187141278,5212.82346386402,4907.67166694442,6978.45918761499,6167.35319237961,6882.37094632498,3075.5302722732,12,69641.5604220576,"Standard"
186,"psnb",6.84390249843945,30498.0961207161,28653.0445273593,35648.202261953,27404.8946994643,30672.4257240023,0,0,0,0,0,0,2999.37298420651,11,155876.036317702,"Standard"
156,"psnb",6.1839438771177,24301.3628697162,24632.8286675105,24110.5478901629,19259.6566445111,21104.0638227168,23309.8640649118,19703.9781493731,19430.8555581555,20597.2399057515,22376.8492961558,9649.55271988741,0,12,228476.799588853,"Standard"
40,"aerial",2.15388848430524,12972.2959297651,12855.2519537293,14545.6944681485,15291.7272539822,15073.8915049704,12999.864366747,14097.7367520206,13049.9361108354,12632.0021481811,11250.4683317962,10180.9797370989,11815.7619285495,7,156765.610485824,"Standard"
164,"psnb",0.619376008319555,16798.7304373587,12306.6406982869,18647.170112008,10749.7188791227,19289.1476412447,15254.4355956835,11703.2287112367,48697.885552518,26087.118388183,22445.122935994,23050.7480225139,20470.8435412717,6,245500.790515422,"Standard"
181,"psnb",34.2291545882454,344804.01218691,286355.536943953,164188.128037806,223588.856988738,75977.9501515436,167920.41100801,90239.0297789241,176446.656862362,123271.352790537,112493.876987834,107348.1592491,101541.026229015,3,1974174.99721473,"High"
174,"psnb",5.02037245822385,5753.72967621898,9851.74370645588,5045.39949365088,4088.18500270624,4735.76035194557,7838.21219475735,6633.10116924576,5141.60967861087,5332.40528812181,4537.48546540142,1129.65095290616,37.7357912361661,12,60125.0187712571,"Standard"
173,"psnb",5.78483003038886,30628.7176767561,31084.6611410072,37677.8107855523,35673.5955734295,33043.4918699262,29555.9827548453,27710.1804406095,34087.3275199621,25593.9680071034,18973.1074030094,23064.1472487337,25661.3017041437,6,352754.292125078,"Standard"
42,"aerial",0.0776479032347493,112217.290528841,104491.786500571,96255.1349536654,82032.4159666904,85889.1000153068,67500.5534470522,62343.0488744732,73421.519776318,59399.3876003618,62490.1994613772,57450.5251682818,2567.60689118818,8,866058.569184128,"High"
189,"psnb",8.38057043471217,110875.998915991,96054.5380984168,1075.28577431159,6169.58942853425,115051.944069567,123359.266894636,127237.55675505,134110.895051477,157138.716223715,176962.071140625,129611.47285392,0,9,1177647.33520624,"High"
163,"psnb",17.672921929764,256151.759476714,193472.331458553,171925.537632265,206000.284644713,189487.160211285,138903.386305846,142739.652059258,109703.01178721,191180.551841895,162575.971751812,151431.997804281,132007.670176379,3,2045579.31515021,"High"
192,"psnb",12.9522909163933,64528.7931846798,40054.1090249991,33858.884763754,29848.5857262509,36907.4925596747,25536.907749328,55151.5449151728,38515.2500323461,32460.7471442283,34031.7152806831,26565.5370221578,17885.7943656188,5,435345.361768893,"Standard"
183,"psnb",1.3460718623834,62066.1422093098,55581.9098639996,46704.503755016,44895.2611960428,68205.4156854931,36506.1649511751,57364.4997105218,54158.0519464806,45961.4485349761,53811.3615481882,49582.8680568148,44202.0824604865,5,619039.709918504,"Standard"
33,"aerial",4.84538650069667,22508.3493837139,23770.1068744464,24107.2067227605,22035.0847537559,26476.618447433,18210.6318013658,20762.028953752,16949.4000100554,23952.9426455206,9560.11217272826,0,39733.2230410961,7,248065.704806628,"Standard"
44,"aerial",16.6878033146824,9666.80676360161,6874.50407833409,7590.55720675185,6236.56866600534,8605.10915976669,7289.20297913592,6371.27502529948,9567.71058629325,5225.62030990135,10404.8192913856,9119.41438483358,8376.08577273159,11,95327.6742240404,"Standard"
157,"psnb",0.263802882772017,355527.837990312,294418.467279747,245911.581058751,234869.552518582,252149.767736181,194688.772489079,181648.331440167,121621.65306833,170038.514347152,152002.585515517,143129.458598342,136873.053548115,2,2482879.57559028,"High"
176,"psnb",2.37401997383499,81195.0282168115,67030.1756639021,67982.0455624964,61324.0257075346,61802.6556972578,58124.143595298,55428.7195867538,54208.3675517327,50099.5599713031,49329.6610729907,46786.7631216838,45833.3005093562,3,699144.44625712,"High"
162,"psnb",7.20493831122943,78944.7228008674,58594.1095916008,50626.7333846566,76944.2462358643,78664.0027237189,68096.9466164819,67409.4396669046,24555.01184237,28467.4521152,4794.46921357561,14631.8055149622,5705.16026473853,5,557434.099970941,"Standard"
178,"psnb",0.00409062961787586,11676.020147826,13674.9304797303,15937.0270895132,12107.0631921645,12468.6195909981,9438.62362893759,14085.9567194551,12863.7328914012,13758.2577495841,13196.8036495333,12842.3485512521,9342.70333877054,12,151392.087029166,"Standard"
167,"psnb",1.68894867585779,488621.75170187,394022.897121407,432550.154616278,355447.8468087,412307.578433688,471.553809496148,511764.64620238,361613.59725534,305948.575184502,289053.927244257,37494.7203145801,113715.742122487,3,3703012.99081498,"High"
118,"psna",2.77508334502346,1012083.05786169,870872.278455637,605661.991074442,830367.703465794,749324.533706559,626196.037694713,570110.333097424,506301.603629086,453632.251225796,394353.547733092,314235.984044459,203646.450069758,3,7136785.77205845,"High"
7,"aerial",0.944870198835916,9447.1078858771,8808.16481564241,8906.8033851327,8076.54952372143,10244.2577595853,8597.25682044822,9173.43500175561,6940.58094044418,8453.36801027668,8664.35291258426,5368.80186514261,7087.53850098311,10,99768.2174215936,"Standard"
19,"aerial",2.16232382783833,22530.426499112,21552.7329145023,25666.3728341378,20245.7611125324,24168.9207313311,19802.0261138756,26103.4131585417,17114.307000608,49550.146958338,34319.3186621985,26528.7118839626,22716.7229203829,6,310298.860789523,"Standard"
169,"psnb",5.31652635773795,258576.646890111,217964.095747438,245498.122997868,210784.727299398,152158.731756836,170412.559520507,160732.185143784,158798.595686401,153286.020107099,148846.009591317,140568.527287343,142812.543343859,3,2160438.76537196,"High"
182,"psnb",10.655436927923,17308.4316833586,17074.6383850623,20234.9372689175,16748.1754054176,16675.7144745451,17919.749198308,17697.2539184539,16865.1877534455,16309.150155324,11460.609501371,19957.117369155,15941.8504150471,7,204192.815528406,"Standard"
153,"psnb",5.05950085875515,26219.8303192097,19095.0444247781,23240.5979167334,21187.0674096699,19911.9012496252,20674.8516038046,21216.0935751096,16258.5049327234,18388.8333160047,18696.9432382541,13719.145558769,15964.8456713341,6,234573.659216016,"Standard"
49,"aerial",4.09332738319831,48930.1060611756,41765.6215066824,44760.1274953361,37644.404258078,46037.3178851971,38284.1926879446,41856.6619550531,36835.6685343575,33091.3634977854,42628.0703915612,14243.2694386299,25013.1948396156,9,451089.998551417,"Standard"
187,"psnb",3.07094017710029,1159.03919253103,0,27266.8948052061,91072.5139123466,141848.762786251,127380.83966047,116135.10743726,95690.2989728902,78534.3102153164,81154.2476958012,54150.2529240384,43838.9020472854,11,858231.169649397,"High"
166,"psnb",6.26380236480436,35000.7434486138,33676.2731682533,30365.8666851512,43552.1139347612,36829.9628071919,37303.230959274,28470.5364631449,32654.6985131551,41003.4318955404,39428.1228115306,22354.9858392416,31558.8309018027,5,412198.797427661,"Standard"
11,"aerial",0.562913881446541,0,2205.17559817115,1356.56601291358,2638.50492337531,6574.03608069999,6679.76937718701,6293.55105056332,4869.60530759931,3952.31826124527,4748.70515910278,3640.71599117036,3884.87982063663,13,46843.8275826647,"Standard"
105,"psna",1.92662983546034,955121.053898575,772654.508630888,768469.588049238,505359.422694365,544578.363239164,449780.278482679,412283.308565115,352150.606519977,298580.187091452,251253.128989785,208513.509651736,201480.264460961,5,5720224.22027394,"High"
45,"aerial",0.54104327267233,1264.09253213793,1207.62836111106,1990.74317261572,1690.67340457473,1946.95899908338,709.664709044252,0,0,1021.88144305229,8787.51895432571,48708.286250331,24582.2523784788,13,91909.7002047549,"Standard"
99,"aerial",1.33779367424318,424.977063090507,493.092916864359,358.464251981792,539.394148754284,526.634672750111,394.331334549687,306.264037762999,142.708235330849,197.714831003427,117.056020736634,28.151159898222,0,13,3528.78867272287,"Marginal"
193,"psnb",5.75611478294539,730269.741525142,613449.452882049,495309.956907224,467479.684417478,601896.881160097,731627.670784928,607559.259569209,564226.728433429,567230.701202247,543652.849029334,642199.606462665,685660.847209349,2,7250563.37958315,"High"
88,"aerial",0.00139450803420182,3207.61124076366,5521.41648935416,4730.19955141571,5105.04243164941,4419.85561705842,4414.05937554674,4644.2236040082,4365.4485912877,4544.08665469247,4557.12046661289,4020.44580679344,4012.66376283938,11,53542.1735920222,"Standard"
191,"psnb",1.06792849604007,72829.3047101625,42787.4939662227,45192.3963131368,40155.7739095511,55065.0121923735,41880.1848320154,44127.28355654,41666.5473672398,37174.4716430826,38849.1299244501,34685.8655382728,35250.188186844,8,529663.652139891,"Standard"
179,"psnb",6.0324851016287,624055.853966797,489787.3560635,425009.881188495,333605.843364346,377231.860289967,97657.2698218997,265900.08635744,345601.610232673,307516.286000066,323190.38342997,202802.29050185,136911.45016866,8,3929270.17138566,"High"
159,"psnb",1.73231266892742,496761.013968391,341691.403316035,334317.089790101,176987.593591783,233458.923159848,186815.278082042,202494.690114096,166935.879252358,115803.583300011,20202.4617182268,46517.5710712681,99286.3788727323,3,2421271.86623689,"High"
190,"psnb",4.80580859921149,331365.373740681,271032.646230297,251767.208123162,223536.549175279,214697.498083737,180716.005035403,176538.235148551,134964.885517987,145456.580298242,122866.057307387,133002.217072542,119010.502985436,2,2304953.7587187,"High"
170,"psnb",4.40260602478403,738719.734848237,564766.858090226,653100.883013331,537658.324204159,589128.644269033,509850.380974069,523029.414938301,420202.805420212,393165.189434394,371287.46656438,340164.957689544,301075.749871661,3,5942150.40931755,"High"
25,"aerial",20.1528749233022,667.18979694206,285.180833498058,0,514.921804249839,290.60226146765,171.855279317189,272.006531546307,347.336958237842,262.776828116793,358.560081066509,426.121302778772,0,13,3596.55167722102,"Marginal"
75,"aerial",1.97402394311676,45614.3027473275,43062.0542674147,44736.8032212014,42815.1334370936,45293.9865784985,37675.2809619995,42267.9871191159,36651.9690549505,36459.7267693414,37518.1247240886,31456.0165997458,32690.5263106322,4,476241.91179141,"Standard"
72,"aerial",0.0014449129160923,1451.67460638485,1096.6362872469,686.33839070927,701.957319011537,697.52571022882,864.181536955165,731.573551008763,264.135210492203,875.884863847943,788.463213598083,849.685964517271,826.182137742995,14,9834.2387917438,"Marginal"
93,"aerial",0,2264.92475341124,2010.94033238705,2130.0141788077,1803.02874187873,1809.5223522537,1042.57688204347,1699.50533051624,454.743640661748,303.166383035415,657.938238686252,679.347256580661,732.906233646296,14,15588.6143239085,"Marginal"
41,"aerial",0.482049141599713,458.255015392166,30.7439996484478,4.90555528123479,138.74390723483,2131.05330795702,832.23929056524,1456.72191980241,1003.58462813179,1096.77319256654,1387.8297119651,1194.97220166275,1177.15485906263,13,10912.9775892702,"Marginal"
47,"aerial",0.748853742093268,2298.93095465872,1976.88676721819,2081.81831202837,1848.33956473594,1927.69452963947,1320.86820285625,690.462327805359,52.778363310733,0,0,0,0,14,12197.779022253,"Marginal"
15,"aerial",3.08390099351634,4757.94330885681,2452.38101472114,3686.78686318588,4480.51736038104,4310.82234374106,4243.82169161933,4269.68489993971,3182.36980246887,4640.28035475941,4360.80396237977,3895.54695117107,3567.72657129196,14,47848.6851245161,"Standard"
66,"aerial",0,1713.80740335931,1555.97449512205,1573.43214023539,1333.9917404285,1498.98804133522,1380.46189880525,2108.86842675938,2033.74573610033,1825.73701241881,1701.11211726838,1587.85737971394,1752.39174563165,14,20066.3681371782,"Marginal"
62,"aerial",7.56416360950575,532.186560707501,227.154074744029,266.723231539789,378.497676374598,379.655524010741,218.571915385428,178.532706253216,474.995064694613,171.607154104152,123.898346237263,371.900891355355,173.278676615042,14,3497.00182202173,"Marginal"
59,"aerial",0.00111297927988117,5634.33084258767,5630.80473763462,4298.6028127734,4132.8633908859,4553.24937166723,2454.77828564277,0,93047.7601785719,54853.1184932048,51499.6165519658,42092.2193491307,31671.4202557857,14,299868.764269851,"Standard"
83,"aerial",0.0014686024219899,2269.66668832958,1517.09069820904,2014.02361711866,1734.15677764008,1893.30530276352,1444.35298250371,1672.44457479088,2470.37476441066,1223.91956278147,1215.69261977423,1774.41056295509,401.598321659293,13,19631.0364729362,"Marginal"
29,"aerial",6.71317870763263,4060.09025265045,2654.79339336401,2868.16677684849,2865.3439982635,2185.44098124338,3417.4675614245,5655.05620039117,7103.36424616385,5460.08315911034,6630.76240225312,4695.56405817813,6592.29759819651,13,54188.4306280875,"Standard"
94,"aerial",0,285.372223471722,229.432978437858,143.720540899095,134.752420205711,168.965754169661,202.064274090326,209.977888386909,143.256751049113,86.5077152354117,150.204645359325,62.628903783086,292.525653562749,15,2109.40974865097,"Marginal"
197,"psnb",0.569757271206627,32067.5931979556,27787.3557843904,29114.1009709655,26336.4205846354,24936.3498741245,22863.4354372171,24654.4987210913,21511.5162465606,21177.1628819137,20354.6120381938,17569.7156653308,17561.6917326275,3,285934.453135006,"Standard"
92,"aerial",1.25590843546519,764.415262139003,627.456821740341,446.461809926509,461.277718876023,591.435453977924,530.943841337937,489.6732781767,564.6358618812,585.345853891493,709.335117903468,595.838190241168,906.939000279888,13,7273.75821037165,"Marginal"
34,"aerial",0.702227372817642,43766.6685653912,38696.188890026,36515.4865448103,33785.0693403045,33041.148088473,35405.3596285888,34609.7725538559,28610.6293684007,31022.0226467559,33947.6800111602,28150.6215764521,28345.2392410829,5,405895.886455301,"Standard"
84,"aerial",2.11835258368814,19236.9567465369,11898.1278546194,37410.5652975238,22928.780908638,22424.9933663832,15866.0104246273,18014.9128776948,12042.2910566634,18462.5154438071,13959.1690010355,15360.3433076727,13961.9426344405,5,221566.608919643,"Standard"
8,"aerial",0.556179604944995,805.797173259257,245.788071108169,860.340027957265,565.728664478137,842.325429214836,381.540626400483,596.633810936677,453.751799033897,384.62308149034,657.246387480707,555.659801959208,596.922195387475,14,6946.35706870645,"Marginal"
199,"psnb",3.14842277486198,37349.8275391936,32361.3481559822,19253.1684905061,12748.006553397,12739.8406868444,11877.3642040726,12825.6279762247,3824.82977913343,41.5360189460643,71.1690773684486,158.107847281644,40.2270311155905,4,143291.053360066,"Standard"
43,"aerial",1.01476910313242,1460.72742185859,1376.28221461476,1399.7719082331,1277.07252662888,2228.06402026649,1401.81001245384,1322.71137416072,1448.69969353025,1543.81054322976,1149.43354200116,0,326.235951845477,13,14934.619208823,"Marginal"
85,"aerial",1.31769583375575,1559.95307575254,1050.92604436982,927.615621327021,701.270904312497,486.451360066119,190.713107409592,0,2874.36403322514,3559.87620380631,3108.75311001968,1932.16340144969,1607.1219854891,13,17999.2088472275,"Marginal"
158,"psnb",0.0747273961978523,25081.922693956,10875.3272733944,23793.0203162103,17033.4889926208,28791.9423081847,21619.7918552166,16223.2818208104,15867.1184434357,8922.45010392438,16211.2355473271,20706.5271216241,17284.0403449154,7,222410.14682162,"Standard"
31,"aerial",0.0755530760874458,11645.2009229152,11001.0895684957,10020.3585232305,10428.4626359591,11080.3668425717,4848.19631095894,12557.1839870992,9432.31896368885,10527.6314656702,7341.85797273858,11607.4891833484,10759.7216694852,8,121249.878046161,"Standard"
184,"psnb",2.42647755674542,24513.8372996226,20465.1674826973,21805.9212781599,20079.9955644596,19995.8626561225,16638.70400731,16066.4178481218,14553.8589219322,15278.6363632181,13283.9893713448,13665.6374688299,12946.4647028238,13,209294.492964643,"Standard"
4,"aerial",26.2446993574762,0,94.0048234645749,26.6375869738553,26.3663332203265,82.2134735492191,45.9809633329101,64.2238395305016,173.939187325989,69.1510246026914,27.4762909002921,26.7431281266642,66.1008380201118,13,702.837489047136,"Marginal"
53,"aerial",0.00109971261583743,0,0,0,0,0,0,0,0,0,0,0,0,13,0,"Inactive"
68,"aerial",0.00138865006392799,643.995710870931,543.981190535684,561.674535048451,619.304049523324,628.46633619986,566.575636205302,571.112858642622,600.69636141235,538.863837874494,556.812836759451,566.235008628797,2449.92771872568,13,8847.64608042695,"Marginal"
51,"aerial",0.0445116278598394,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"Inactive"
52,"aerial",1.36766573056773,47737.1484402576,37059.5616716843,38257.268659949,38186.0947743268,36735.2172966008,31228.2786194609,36870.6721389012,32212.9429084738,32805.9997988316,34155.6889375308,30486.5678690107,0,5,395735.441115028,"Standard"
26,"aerial",3.53852798225906,1453.18408451009,1761.822851849,3450.23939242021,1663.51099511856,2774.38682819939,3367.52805015123,4507.06839266155,3483.85611765437,3521.24086099674,3380.66778638917,3034.58655124105,3902.97178883093,13,36301.0637000223,"Standard"
195,"psnb",3.83122139493586,5897.39919571949,5058.08620364667,4618.75882804363,4477.46176475466,4775.85128460034,4328.08598531703,4367.58257385854,4280.76601509424,3499.49742033855,2383.83211217685,2597.0923032638,0,13,46284.4136868138,"Standard"
61,"aerial",0.00145360267294578,753.325759626676,314.152068917177,84.9849191757921,36.782490160379,881.223103272716,345.456912744194,672.83174704984,579.749004204497,527.124980261414,615.291344739864,601.283228107928,535.212480995642,13,5947.41803925612,"Marginal"
79,"aerial",5.81111482250153,2367.23640394751,1289.17338369391,2144.36675085686,2786.84287115525,2347.46226877255,2013.61337904599,1682.00150414003,1557.28013578933,1401.6949237983,2414.0111961677,1560.93111891952,1702.604051238,11,23267.2179875249,"Marginal"
1,"aerial",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,"Inactive"
80,"aerial",1.61016362677647,48794.591575229,38513.2801013528,45291.202051616,38318.7213550213,43429.4356613367,36519.5601295018,39547.2132962274,35175.9605101949,29139.0130210527,36647.0165493121,28832.0393278304,30600.54961273,5,450808.583191405,"Standard"
130,"psna",3.954232502556,376538.605198055,1753854.61474949,1867767.50817774,1873527.78103409,539233.304651373,0,325637.41553699,1914444.63632766,1655929.70688166,1604916.57256597,1243619.27244455,1241443.88876816,1,14396913.3063357,"High"
67,"aerial",0.0409562752631938,0,0,8004.00263966221,4700.34705599503,4108.78554699422,4264.33067836946,2620.29109582977,44.8666983628805,0,38.9737682145896,5.09034416267856,9221.77293472212,12,33008.460762313,"Standard"
71,"aerial",0.558693041773133,0,0,6573.27420557076,5773.51381831179,2725.27484765851,2941.05672241211,2203.49549402306,2665.7744448829,2211.96166843889,2270.08225321553,2055.01991290127,1233.35516398384,12,30652.8085313987,"Marginal"
13,"aerial",0,2523.79106791922,2229.12124854497,2223.4901224369,2189.99188100193,2152.19000480335,2243.32191212078,2333.03498750005,1974.98143874851,2060.74863719685,2514.98287372032,2132.9319947434,2228.51170208126,13,26807.0978708175,"Marginal"
27,"aerial",0,1029.08714075955,0,9549.14285944827,7031.20695200348,6138.8020697905,5095.80730297917,5837.38650489265,4952.25435420844,4643.58669019587,4209.20597989367,4242.96389527715,1707.92926910876,13,54437.3730185575,"Standard"
22,"aerial",0,2695.05244643613,0,7762.09348592012,1497.2742491091,278.294537439776,146.467836582196,220.053024576088,81.6557534547358,7.71365922320825,0,0,0,13,12688.6049927413,"Marginal"
142,"psna",1.07536023602845,2516.4805171434,2505.68394967196,2464.95632247705,2534.57525258706,2260.38659405932,2202.49435650998,2134.59814935727,2063.80616679685,2488.61744249022,2526.71286257345,2271.69570004036,1912.28781475332,13,27882.2951284602,"Marginal"
